company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE,1,8337013.0,DEPT OF THE ARMY,541715,True
APPLIED TECHNOLOGY COUNCIL,3,8309275.0,FEDERAL EMERGENCY MANAGEMENT AGENCY,541330,True
TERRAPIN UTILITY SERVICES  INC.,1,8298581.0,DEFENSE LOGISTICS AGENCY,221310,True
DIVERSIFIED FOODS INC,5,8267138.19,AGRICULTURAL MARKETING SERVICE,311514,True
OTAK  INC.,6,8260228.959999999,NATIONAL PARK SERVICE,"541330, 541990",True
CHERRY STREET SERVICES INC,5,8253446.75,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"621420, 623990",True
CHILD TRENDS  INCORPORATED,3,8210274.57,ADMINISTRATION FOR CHILDREN AND FAMILIES,541611,True
MILLIMAN  INC.,2,8200900.529999999,"FEDERAL EMERGENCY MANAGEMENT AGENCY, VETERANS AFFAIRS, DEPARTMENT OF","524298, 541611",True
HHI CORPORATION,3,8176403.0,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY",236220,True
OPEN TEXT CORPORATION,2,8171100.51,"NATIONAL TRANSPORTATION SAFETY BOARD, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)",541511,True
HCBECK HOLDINGS  LTD.,1,8168495.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,236220,True
AXIENT LLC,2,8157095.220000001,DEPT OF THE ARMY,541330,True
AAR ALLEN SERVICES  INC.,3,8131322.47,DEPT OF THE ARMY,"333611, 336413",True
MN-BMCD ML JOINT VENTURE,4,8094715.68,DEPT OF THE NAVY,541330,True
BASIC AMERICAN  INC.,3,8078250.0,AGRICULTURAL MARKETING SERVICE,311423,True
POND-CDM SMITH JV LP,3,8061986.85,DEPT OF THE ARMY,541330,True
MEDICAL SCIENCE & COMPUTING INC,8,8057279.46,NATIONAL INSTITUTES OF HEALTH,"541690, 541990",True
PG&E CORPORATION,1,8041497.0,PUBLIC BUILDINGS SERVICE,221122,True
EMCOR GROUP  INC.,2,8039254.34,"DEPT OF THE ARMY, PUBLIC BUILDINGS SERVICE",236220,True
VIETTI ACQUISITION LLC,3,8035992.0,AGRICULTURAL MARKETING SERVICE,311422,True
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,4,8018905.0,"FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, NATIONAL INSTITUTES OF HEALTH","541715, 622110",True
INTEGRATION TECHNOLOGIES GROUP  INC.,2,8009465.9,DEPT OF THE ARMY,511210,True
DIGITAL MOBILIZATIONS LLC,2,8002248.94,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY",541611,True
ANNUM ARCHITECTS  INC.,2,7980271.0,"SMITHSONIAN INSTITUTION, STATE, DEPARTMENT OF",541310,True
SAK CONSTRUCTION LLC,1,7965071.0,DEPT OF THE ARMY,237110,True
INNOVATIVE EMERGENCY MANAGEMENT  INC.,1,7959477.37,DEPT OF THE ARMY,541511,True
WSP - MOCA JOINT VENTURE,4,7935818.97,DEPT OF THE ARMY,541310,True
DANYA INTERNATIONAL LLC,1,7922527.0,DEPARTMENTAL OFFICES,541611,True
PRESIDENT AND FELLOWS OF HARVARD COLLEGE,2,7922342.97,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, FOOD AND DRUG ADMINISTRATION",541714,True
ROCKET LAB USA INC,1,7921200.66,DEPT OF THE AIR FORCE,541715,True
STATE OF CALIFORNIA,2,7920628.0,NATIONAL INSTITUTES OF HEALTH,541715,True
CHAMPION AEROSPACE LLC,2,7919890.0,DEFENSE LOGISTICS AGENCY,"335311, 336412",True
WALSH - TURNER JV II,2,7891959.0,DEPT OF THE ARMY,236220,True
BALL AEROSPACE & TECHNOLOGIES CORP.,2,7869228.88,DEPT OF THE AIR FORCE,"336414, 541715",True
UNISON VIRTUAL ACQUISITION OFFICE LLC,4,7851331.359999999,"BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT, EDUCATION, DEPARTMENT OF, FOREST SERVICE, USDA, DEPARTMENTAL ADMINISTRATION",511210,True
FASTENAL COMPANY,1,7850000.0,DEPT OF THE AIR FORCE,332510,True
GENERAL MOTORS LLC,7,7756184.0,FEDERAL ACQUISITION SERVICE,336111,True
CONTINENTAL SERVICE GROUP  LLC,3,7741372.52,INTERNAL REVENUE SERVICE,561440,True
JOHNSON CONTROLS FIRE PROTECTION LP,3,7740628.89,"DEPT OF THE NAVY, VETERANS AFFAIRS, DEPARTMENT OF, WASHINGTON HEADQUARTERS SERVICES (WHS)","238220, 561210, 561621",True
NDCHEALTH CORPORATION,2,7730806.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541519,True
AGILENT TECHNOLOGIES INC,2,7728732.24,"DEFENSE HEALTH AGENCY (DHA), TRANSPORTATION SECURITY ADMINISTRATION",334516,True
COTIVITI GOV SERVICES  LLC,1,7722584.89,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541219,True
EDUCATIONAL TESTING SERVICE,1,7718679.0,"EDUCATION, DEPARTMENT OF",541720,True
TOTE MARITIME PUERTO RICO  LLC,8,7712743.679999999,USTRANSCOM,483111,True
MICHELS CONSTRUCTION  INC.,2,7675687.48,DEPT OF THE ARMY,237990,True
POWER WORKS INDUSTRIES  INC.,2,7646194.32,DEPT OF THE ARMY,561720,True
DEL MONTE FOODS INC,1,7636204.08,AGRICULTURAL MARKETING SERVICE,311421,True
SINTELA INC,1,7585777.11,U.S. CUSTOMS AND BORDER PROTECTION,238210,True
ACCUITY ASSET VERIFICATION SERVICES INC,1,7580000.0,SOCIAL SECURITY ADMINISTRATION,541519,True
AAR SUPPLY CHAIN  INC,5,7570756.84,DEFENSE LOGISTICS AGENCY,"333611, 334418, 334514, 336310, 336413",True
AMERISOURCEBERGEN CORPORATION,1,7570000.0,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,493120,True
PAE GOVERNMENT SERVICES  INC.,5,7561633.960000001,"OFFICES, BOARDS AND DIVISIONS",541611,True
CONSOLIDATED SAFETY SERVICES INCORPORATED,2,7546890.6,"ENVIRONMENTAL PROTECTION AGENCY, NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","541380, 541620",True
J. E. DUNN CONSTRUCTION COMPANY,4,7546187.0,"DEPT OF THE ARMY, PUBLIC BUILDINGS SERVICE",236220,True
LYNDEN INCORPORATED,3,7541788.890000001,USTRANSCOM,"481211, 481212, 483111",True
SILVER BAY SEAFOODS  L.L.C.,1,7533574.39,AGRICULTURAL MARKETING SERVICE,311710,True
RUTGERS  THE STATE UNIVERSITY,2,7532193.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), NATIONAL INSTITUTES OF HEALTH",541714,True
MALCOLM INTERNATIONAL LLC,1,7525430.2,BUREAU OF RECLAMATION,237990,True
HANSON GROUP INC.,4,7523312.75,"DEPT OF THE ARMY, DEPT OF THE NAVY",541330,True
MAXAR SPACE LLC,4,7512798.1,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"336414, 541712",True
RESONANT SCIENCES LLC,3,7497199.0,DEPT OF THE AIR FORCE,541330,True
HDR APTIM LLC,3,7480460.33,ENVIRONMENTAL PROTECTION AGENCY,562910,True
INNER PARISH SECURITY CORPORATION,3,7446383.300000001,OFFICE OF PROCUREMENT OPERATIONS,561612,True
EVERBRIDGE  INC.,1,7385894.15,DEPT OF THE ARMY,541519,True
JCB INC.,2,7378933.65,DEPT OF THE ARMY,333120,True
ULTRA ELECTRONICS ADVANCED TACTICAL SYSTEMS INC,2,7355724.0,DEPT OF THE AIR FORCE,"541330, 541512",True
SYSCO CORPORATION,8,7340577.22,DEFENSE LOGISTICS AGENCY,311812,True
AMERESCO  INC.,3,7319545.85,"DEPT OF THE ARMY, DEPT OF THE NAVY","236220, 541330",True
TOP ACES CORP.,1,7312320.0,DEPT OF THE AIR FORCE,611512,True
ART CRAFT FABRICATORS INC,4,7294082.0,DEPT OF THE NAVY,336611,True
TASER INTERNATIONAL  INC.,1,7286136.52,"VETERANS AFFAIRS, DEPARTMENT OF",518210,True
UNIVERSITY OF MARYLAND  BALTIMORE,4,7250703.51,NATIONAL INSTITUTES OF HEALTH,"541714, 541715, 541990",True
AIS INFRASTRUCTURE  LLC,1,7250543.53,DEPT OF THE ARMY,237990,True
TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,1,7224693.0,NATIONAL INSTITUTES OF HEALTH,541714,True
EMS DEVELOPMENT CORPORATION,2,7209657.6,DEPT OF THE NAVY,335999,True
AR1,2,7191666.9,DEFENSE LOGISTICS AGENCY,334419,True
VOLMAR CONSTRUCTION INC,2,7183013.0,PUBLIC BUILDINGS SERVICE,236220,True
VOLUNTEERS OF AMERICA CHESAPEAKE  INC.,2,7180872.19,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
CW GROUP  INC.,3,7180350.1,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","561720, 561730",True
NAVITAS CLINICAL RESEARCH INC,1,7176341.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,621511,True
SEVEN CORNERS INC,7,7149421.5200000005,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,622110,True
RAYTHEON/LOCKHEED MARTIN JAVELIN JOINT VENTURE,2,7143587.96,DEPT OF THE ARMY,"336414, 541330",True
HII DEFENSE AND FEDERAL SOLUTIONS  INC.,2,7139075.13,"DEPT OF THE AIR FORCE, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","541611, 541990",True
BOEING SIKORSKY AIRCRAFT SUPPORT  LLC,2,7135868.94,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),488190,True
PAE AVIATION AND TECHNICAL SERVICES LLC,1,7134913.06,DEPT OF THE AIR FORCE,336411,True
NEESER CONSTRUCTION  INC.,1,7113358.0,DEPT OF THE ARMY,237990,True
ABBTECH PROFESSIONAL RESOURCES  INC.,4,7102380.710000001,INTERNAL REVENUE SERVICE,541519,True
NEW YORK UNIVERSITY,2,7084208.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE ARMY","541714, 541715",True
AMEDISTAF TRAVEL NURSING,1,7076160.0,INDIAN HEALTH SERVICE,561320,True
TUNNELL CONSULTING  INC,1,7053910.0,FOOD AND DRUG ADMINISTRATION,541611,True
GILBANE FEDERAL,4,7048222.279999999,"DEPT OF THE NAVY, U.S. COAST GUARD",236220,True
QED SYSTEMS  INC.,4,7040147.409999999,DEPT OF THE NAVY,"541330, 811310",True
EMPLOYMENT HORIZONS INC,2,7023365.029999999,DEPT OF THE ARMY,561720,True
NEW ENGLAND AQUARIUM CORPORATION,3,7020907.85,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,"541690, 541715",True
CORMAN KOKOSING CONSTRUCTION COMPANY,1,7014243.52,DEPT OF THE ARMY,237990,True
OWL INC,1,7013024.0,"VETERANS AFFAIRS, DEPARTMENT OF",485991,True
PROCENTRIX  LLC,3,7007103.7299999995,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,541519,True
NEW YORK GENOME CENTER  INC.,1,7001570.38,NATIONAL INSTITUTES OF HEALTH,541380,True
FNI COWI & CDM SMITH JV,1,6995021.87,DEPT OF THE ARMY,541330,True
BUTT CONSTRUCTION CO INC,1,6993500.0,DEPT OF THE ARMY,238220,True
UNIVERSITY OF MISSISSIPPI,2,6979569.0,"DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH",541715,True
AFFORDABLE INTERIOR SYSTEMS  INC.,1,6971933.15,DEPT OF THE ARMY,337214,True
CROSBY DREDGING LLC,1,6970000.0,DEPT OF THE ARMY,237990,True
QINETIQ INC.,2,6967295.9,DEPT OF THE ARMY,541715,True
VITALANT,1,6966738.0,NATIONAL INSTITUTES OF HEALTH,541715,True
AUDACIOUS INQUIRY LLC,3,6957846.85,"NATIONAL INSTITUTES OF HEALTH, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)",541513,True
ARC - IMPERIAL VALLEY,1,6936417.91,U.S. CUSTOMS AND BORDER PROTECTION,561720,True
GE ENERGY POWER CONVERSION USA INC.,3,6928373.630000001,"DEPT OF THE NAVY, U.S. COAST GUARD","334413, 336611, 541330",True
GUNNISON CONSULTING GROUP  INC.,2,6919201.92,BUREAU OF THE FISCAL SERVICE,541519,True
PRAIRIE FARMS DAIRY  INC.,5,6915421.86,AGRICULTURAL MARKETING SERVICE,311511,True
ACE INFO SOLUTIONS  LLC,2,6910719.98,TRANSPORTATION SECURITY ADMINISTRATION,541512,True
GOODWILL INDUSTRIES OF SOUTH FLORIDA INC,2,6896797.300000001,DEPT OF THE ARMY,315210,True
KANSAS DEPARTMENT FOR CHILDREN AND FAMILIES,2,6893908.3,DEPT OF THE ARMY,722310,True
PAE HOLDING CORPORATION,2,6887107.25,DEPT OF THE AIR FORCE,336411,True
AECOM SERVICES  INC.,3,6875880.33,"OFFICE OF PROCUREMENT OPERATIONS, STATE, DEPARTMENT OF","541330, 541611",True
AFOGNAK NATIVE CORPORATION,1,6861349.82,DEPT OF THE AIR FORCE,561210,True
EXPERIAN INFORMATION SOLUTIONS INC,2,6850876.15,"SMALL BUSINESS ADMINISTRATION, U.S. CITIZENSHIP AND IMMIGRATION SERVICES",561450,True
FOUR RIVERS NUCLEAR PARTNERSHIP  LLC,1,6832251.59,"ENERGY, DEPARTMENT OF",562910,True
TOTE MARITIME ALASKA  LLC,6,6820700.99,USTRANSCOM,483111,True
UNIVERSITY OF SOUTH ALABAMA,1,6819879.0,DEPT OF THE NAVY,541715,True
SATCOM DIRECT COMMUNICATIONS  INC.,1,6812608.32,DEPT OF THE AIR FORCE,517410,True
RESOURCE ENVIRONMENTAL INC,1,6811000.0,DEPT OF THE NAVY,238910,True
CHRISTUS SANTA ROSA HEALTH CARE CORPORATION,1,6805583.48,"VETERANS AFFAIRS, DEPARTMENT OF",611310,True
ORTHO-CLINICAL DIAGNOSTICS  INC.,5,6802493.42,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY, INDIAN HEALTH SERVICE, VETERANS AFFAIRS, DEPARTMENT OF","325413, 334516",True
COMPAGNIE MERIEUX ALLIANCE,3,6795188.359999999,"AGRICULTURAL MARKETING SERVICE, VETERANS AFFAIRS, DEPARTMENT OF","334516, 541380",True
ARES TECHNICAL SERVICES CORPORATION,1,6768942.83,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541330,True
VANASSE HANGEN BRUSTLIN  INC.,5,6763147.66,"FEDERAL HIGHWAY ADMINISTRATION, NATIONAL PARK SERVICE","541330, 541990",True
PRECISION RESOURCES  INC.,5,6761980.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"236210, 238220",True
SIVANTOS  INC.,3,6759464.369999999,"VETERANS AFFAIRS, DEPARTMENT OF",334510,True
M. ARTHUR GENSLER JR. & ASSOCIATES  INC.,3,6731283.01,"PUBLIC BUILDINGS SERVICE, STATE, DEPARTMENT OF","541310, 541330",True
EA-BAKER PARTNERS JV,1,6699740.0,DEPT OF THE ARMY,541330,True
GRUPO LA MODERNA  S.A. DE C.V.,3,6663467.35,AGRICULTURAL MARKETING SERVICE,311824,True
CRASSOCIATES  INC.,4,6646496.4,"VETERANS AFFAIRS, DEPARTMENT OF",621498,True
ORBITAL SCIENCES LLC,5,6631829.119999999,DEPT OF THE NAVY,541690,True
I TECH AG LLC,1,6592646.27,SMALL BUSINESS ADMINISTRATION,541511,True
TERRASOND LIMITED,1,6560264.42,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,541370,True
AH/BC NAVY JV  LLC,4,6548691.83,DEPT OF THE NAVY,541330,True
NVE  INC,2,6547711.18,FOOD AND DRUG ADMINISTRATION,561210,True
MCNALLY INDUSTRIES  LLC,2,6541112.0,DEPT OF THE NAVY,"332994, 333914",True
ROLLS-ROYCE HOLDINGS PLC,1,6540722.0,DEPT OF THE ARMY,336390,True
STRYTEN ENERGY LLC,3,6489822.550000001,DEPT OF THE NAVY,335910,True
ANDURIL INDUSTRIES  INC.,1,6464227.0,DEPT OF THE NAVY,336419,True
CORPS SOLUTIONS LLC,3,6451161.039999999,DEPT OF THE NAVY,"541611, 611519",True
LABORATORY CORPORATION OF AMERICA HOLDINGS,1,6443197.76,DEPT OF THE ARMY,621511,True
QUADIENT S.A.,1,6435499.16,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,561499,True
BATTELLE NATIONAL BIODEFENSE INSTITUTE  LLC,1,6417700.12,OFFICE OF PROCUREMENT OPERATIONS,541711,True
ROSEN'S DIVERSIFIED  INC.,3,6412140.0,AGRICULTURAL MARKETING SERVICE,311611,True
DAVIS CONSTRUCTORS & ENGINEERS  INC.,1,6400000.0,DEPT OF THE ARMY,236220,True
TRANSDIGM INC,3,6365853.86,DEFENSE LOGISTICS AGENCY,"332912, 333611, 333912",True
ORBIS SIBRO INC,1,6353766.04,DEPT OF THE NAVY,541330,True
QUALITY ENTERPRISES USA  INC.,1,6343990.4,DEPT OF THE ARMY,237990,True
HOLOGIC SALES AND SERVICE  LLC,3,6341693.01,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF",334517,True
RICOH COMPANY LTD.,2,6329184.76,"SOCIAL SECURITY ADMINISTRATION, TRANSPORTATION SECURITY ADMINISTRATION",333315,True
THE SURVICE ENGINEERING COMPANY LLC,2,6323161.54,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","332993, 541715",True
DAIRY FARMERS OF AMERICA  INC.,5,6278903.52,AGRICULTURAL MARKETING SERVICE,311513,True
BELCAN  LLC,1,6240046.0,DEPT OF THE AIR FORCE,332993,True
ENTERGY CORPORATION,2,6224200.0,"DEPT OF THE ARMY, NATIONAL ARCHIVES AND RECORDS ADMINISTRATION",221112,True
CARDNO GS - AECOM PACIFIC JV,3,6207801.6,DEPT OF THE NAVY,541330,True
ROHR  INC.,2,6205625.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE","336413, 541715",True
TRANE U.S. INC.,5,6203928.3,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE, PUBLIC BUILDINGS SERVICE, VETERANS AFFAIRS, DEPARTMENT OF",334290,True
SABRE SYSTEMS  INC.,3,6202002.18,DEPT OF THE NAVY,541512,True
L3HARRIS MARITIME SERVICES INC,3,6196806.85,DEPT OF THE NAVY,334511,True
SRC  INC.,3,6196683.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE","334511, 561621",True
SOAR TECHNOLOGY  INC.,1,6166355.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),541714,True
RLF & CN JV,2,6150890.0,DEPT OF THE NAVY,541330,True
K2 SOLUTIONS INC,2,6122640.0,U.S. MARSHALS SERVICE,812910,True
SYSTEM ONE HOLDINGS  LLC,6,6118129.23,NATIONAL INSTITUTES OF HEALTH,"541690, 541990",True
TIP TOP POULTRY  INC.,3,6093906.0,AGRICULTURAL MARKETING SERVICE,311615,True
DALET HOLDING,1,6070583.0,"UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",511210,True
NEW TECH SOLUTIONS  INC.,3,6053522.46,DEPT OF THE ARMY,511210,True
FRANCONIA REAL ESTATE SERVICES  INC.,2,6028910.85,U.S. SECRET SERVICE,531210,True
MONTANA STATE UNIVERSITY,4,6007962.26,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","541715, 611310",True
SGI GLOBAL LLC,2,6000712.4,"OFFICE OF PROCUREMENT OPERATIONS, OFFICES, BOARDS AND DIVISIONS",611699,True
PIONEER CREDIT RECOVERY  INC,1,6000000.0,BUREAU OF THE FISCAL SERVICE,561440,True
TRANSWORLD SYSTEMS INC.,1,6000000.0,BUREAU OF THE FISCAL SERVICE,561440,True
MH SUB I  LLC,2,5991580.680000001,"FOOD AND DRUG ADMINISTRATION, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)",611430,True
COUNTY OF GRAND FORKS,2,5979717.4399999995,WASHINGTON HEADQUARTERS SERVICES (WHS),541715,True
INDUSTRIES FOR THE BLIND AND VISUALLY IMPAIRED  INC.,3,5979156.9,DEPT OF THE NAVY,541890,True
BBB IBI JV,1,5964309.48,PUBLIC BUILDINGS SERVICE,541310,True
FINCANTIERI MARINE REPAIR LLC,1,5964017.88,DEPT OF THE NAVY,336611,True
ROYAL ARC WELDING COMPANY,1,5941889.72,DEPT OF THE ARMY,811310,True
HEALTH & HUMAN SERVICES  NORTH CAROLINA,3,5937981.4,DEPT OF THE ARMY,722310,True
ASMD LLC,6,5936287.0,DEPT OF THE NAVY,541330,True
PAE NATIONAL SECURITY SOLUTIONS LLC,3,5934587.82,OFFICE OF PROCUREMENT OPERATIONS,541990,True
SMITHFIELD PACKAGED MEATS SALES CORP.,2,5927932.26,AGRICULTURAL MARKETING SERVICE,311611,True
SAFE BOATS INTERNATIONAL LLC,2,5922220.46,"U.S. COAST GUARD, U.S. CUSTOMS AND BORDER PROTECTION","336611, 336612",True
PCX AEROSTRUCTURES  LLC,2,5916108.0,"DEPT OF THE ARMY, DEPT OF THE NAVY","332618, 336411",True
THE REGENTS OF THE UNIVERSITY OF COLORADO,4,5900652.0,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE ARMY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","336419, 541715",True
COVENTBRIDGE USA INC,1,5900531.14,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541990,True
NORWICH UNIVERSITY APPLIED RESEARCH INSTITUTES LTD,1,5900000.0,DEPT OF THE ARMY,541715,True
FISHER BIOSERVICES INC,1,5892129.0,NATIONAL INSTITUTES OF HEALTH,541714,True
THE VANDERBILT UNIVERSITY,1,5887605.0,DEPT OF THE NAVY,611310,True
STS INTERNATIONAL  INCORPORATED,2,5885115.92,DEPT OF THE ARMY,541330,True
BEAVER AEROSPACE & DEFENSE  INC.,2,5884100.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE","332710, 336419",True
HELLMUTH  OBATA & KASSABAUM  INC.,3,5876846.4,PUBLIC BUILDINGS SERVICE,541310,True
SYSTEMS APPLICATION & TECHNOLOGIES INC,4,5865770.67,DEPT OF THE NAVY,488390,True
SHORT BARK INDUSTRIES  INC.,1,5864659.35,DEFENSE LOGISTICS AGENCY,315990,True
BUTTERBALL  LLC,1,5845749.0,AGRICULTURAL MARKETING SERVICE,311615,True
MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION,4,5832049.19,DEFENSE LOGISTICS AGENCY,336413,True
HANFORD TANK WASTE OPERATIONS & CLOSURE  LLC,1,5831716.0,"ENERGY, DEPARTMENT OF",562211,True
SPECTRUM FEDERAL SOLUTIONS LLC,2,5825500.82,DEPT OF THE NAVY,621340,True
KANSAS  STATE OF,3,5809022.9,DEPT OF THE ARMY,722310,True
GUIDEHOUSE LLP,2,5807410.08,OFFICE OF PROCUREMENT OPERATIONS,541512,True
KCI-ACUITY  LLC,2,5779519.36,SECURITIES AND EXCHANGE COMMISSION,541512,True
GE ENERGY POWER CONVERSION NAVAL SYSTEMS INC.,1,5777053.0,DEPT OF THE NAVY,541714,True
SAN DIEGO GAS & ELECTRIC COMPANY,1,5767919.28,INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO,221122,True
EXPERIAN PLC,1,5759080.0,SOCIAL SECURITY ADMINISTRATION,541519,True
AECOM GARVER FTW MILCON JV,1,5749895.19,DEPT OF THE ARMY,541330,True
BCF SOLUTIONS  INC.,1,5741067.0,DEPT OF THE ARMY,541512,True
S.J. LOUIS CONSTRUCTION  INC,3,5727878.780000001,BUREAU OF RECLAMATION,237110,True
CUBIC DEFENSE APPLICATION  INC. (CDAI),2,5721874.96,DEPT OF THE NAVY,541330,True
EXIDE TECHNOLOGIES  LLC,3,5714406.57,DEPT OF THE NAVY,335910,True
THE KINTOCK GROUP INC,4,5710451.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
POMP'S TIRE SERVICE  INC.,1,5697216.0,DEFENSE LOGISTICS AGENCY,326211,True
TITAN ROOFING  INC,2,5693000.0,DEPT OF THE AIR FORCE,238160,True
TRUSTEES OF DARTMOUTH COLLEGE,3,5691707.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE ARMY",541715,True
POND-WOOLPERT  LLC,3,5680029.75,DEPT OF THE ARMY,541310,True
DESIGN AND PRODUCTION INCORPORATED,1,5661168.0,U.S. COAST GUARD,712110,True
OCCUPATIONAL TRAINING CENTER OF BURLINGTON COUNTY,3,5635597.94,DEPT OF THE AIR FORCE,561720,True
SUPPORT SYSTEMS ASSOCIATES  INC.,1,5629600.0,DEPT OF THE AIR FORCE,811219,True
MERRILL TECHNOLOGIES GROUP  LLC,1,5621695.69,DEPT OF THE ARMY,332994,True
NORTHWEST REGIONAL RE-ENTRY CENTER (NWRRC),2,5609443.779999999,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
PRAGMATICS  INC.,2,5599809.91,DEPT OF THE ARMY,541519,True
SSFM-NOEI LLC,2,5596727.0,DEPT OF THE NAVY,541330,True
THE CENTECH GROUP INC.,2,5593877.46,"OFFICE OF PROCUREMENT OPERATIONS, OFFICE OF THE SECRETARY",541512,True
MAYO CLINIC,2,5587382.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), NATIONAL INSTITUTES OF HEALTH","541715, 621511",True
AMERICAN PETROLEUM TANKERS PARENT LLC,1,5570000.0,DEPT OF THE NAVY,483111,True
MAYTAG AIRCRAFT LLC,1,5561262.0,DEFENSE LOGISTICS AGENCY,493190,True
INSIGHT PUBLIC SECTOR INC,1,5553727.0,DEPT OF THE ARMY,511210,True
NRG BUSINESS MARKETING LLC,2,5551912.96,"DEPT OF THE AIR FORCE, VETERANS AFFAIRS, DEPARTMENT OF","211130, 221210",True
AVAYA FEDERAL SOLUTIONS  INC.,3,5550824.75,"FEDERAL BUREAU OF INVESTIGATION, U.S. CUSTOMS AND BORDER PROTECTION, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT",541513,True
SEMANTICBITS LLC,1,5529774.57,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541519,True
DAVID EVANS AND ASSOCIATES  INC,1,5529316.73,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,541370,True
SEATTLE INDIAN HEALTH BOARD INC,1,5515303.0,INDIAN HEALTH SERVICE,621999,True
CHROMALLOY GAS TURBINE LLC,2,5514902.0,DEPT OF THE AIR FORCE,336412,True
WORK SERVICES CORPORATION,2,5506724.87,DEPT OF THE AIR FORCE,722310,True
UNIVERSITY OF MONTANA SYSTEM,1,5504851.0,NATIONAL INSTITUTES OF HEALTH,541512,True
CROSSPOINT INC,2,5496499.33,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
TRIALCARD INCORPORATED,1,5496098.0,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),541611,True
CLIENT SOLUTION ARCHITECTS LLC,3,5484244.109999999,DEPT OF THE NAVY,"541512, 541611",True
TUNNELL CONSULTING INC,1,5483909.76,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,541611,True
REACH MEDICAL HOLDINGS  INC.,1,5477765.01,DEPT OF THE ARMY,621910,True
OWENS & MINOR  INC.,2,5473129.38,DEFENSE LOGISTICS AGENCY,423450,True
THE WHITESTONE GROUP  INC.,2,5471698.720000001,"NATIONAL PARK SERVICE, U.S. FISH AND WILDLIFE SERVICE",561612,True
